Date,Product,Quantity,Price,Customer
2023-05-02,Product_2,8,85.52069598033603,Customer_79
2023-09-01,Product_3,10,29.028927729517655,Customer_23
2023-06-03,Product_3,6,97.0080704413104,Customer_93
2023-03-07,Product_1,4,55.30144586223171,Customer_99
2023-09-14,Product_7,5,46.37924779124438,Customer_2
2023-03-26,Product_3,9,95.50786739295688,Customer_40
2023-06-12,Product_2,4,18.22549566143618,Customer_51
2023-04-04,Product_8,9,93.96767369805008,Customer_23
2023-12-12,Product_1,2,71.7962426355891,Customer_17
2023-01-14,Product_4,9,38.48937750325182,Customer_43
2023-05-13,Product_4,8,30.118638861164712,Customer_85
2023-06-04,Product_6,2,15.295368836406183,Customer_52
2023-02-28,Product_7,3,94.21276760967912,Customer_81
2023-01-10,Product_7,5,16.248220985546226,Customer_34
2023-10-25,Product_9,2,60.831357306967334,Customer_62
2023-02-13,Product_10,4,83.28383099071054,Customer_65
2023-05-21,Product_10,3,35.27495006499197,Customer_33
2023-01-18,Product_3,2,92.14215520323933,Customer_44
2023-11-09,Product_3,5,41.342302311525124,Customer_9
2023-10-04,Product_8,7,69.67529716745267,Customer_93
2023-09-19,Product_4,5,21.44043963181435,Customer_32
2023-03-15,Product_9,4,90.95758034171698,Customer_57
2023-01-22,Product_4,3,13.189182483100168,Customer_64
2023-01-06,Product_6,5,12.569418190168797,Customer_50
2023-02-26,Product_1,1,75.5570545063437,Customer_70
2023-04-16,Product_2,4,42.65368005711651,Customer_63
2023-02-18,Product_6,6,50.484050820448694,Customer_25
2023-03-27,Product_2,2,69.35066822092838,Customer_72
2023-08-21,Product_10,4,61.354732112057505,Customer_36
2023-09-12,Product_1,5,12.160153865958875,Customer_86
2023-10-22,Product_8,1,85.72152788687531,Customer_41
2023-11-07,Product_5,9,80.33458271222017,Customer_56
2023-02-01,Product_10,2,59.61097615836115,Customer_7
2023-02-23,Product_10,9,78.25877650573634,Customer_28
2023-06-13,Product_1,4,49.00637824041078,Customer_70
2023-04-03,Product_2,2,70.0113121934925,Customer_6
2023-06-04,Product_1,4,83.3061246937038,Customer_44
2023-06-13,Product_10,6,36.59145069127116,Customer_71
2023-08-03,Product_6,10,44.42489481201858,Customer_42
2023-02-17,Product_9,7,46.05924772139613,Customer_67
2023-01-07,Product_7,3,74.274530380171,Customer_79
2023-03-01,Product_1,3,95.23752896361387,Customer_78
2023-10-02,Product_2,9,25.804015810028453,Customer_25
2023-07-28,Product_3,1,29.73481058465982,Customer_21
2023-09-28,Product_4,4,35.396574714977994,Customer_92
2023-09-02,Product_3,5,76.5665103719662,Customer_71
2023-03-08,Product_3,5,55.99450835961164,Customer_99
2023-12-19,Product_7,4,68.76514123339973,Customer_48
2023-11-05,Product_1,9,55.224921962073644,Customer_96
2023-02-22,Product_3,1,90.5033867469246,Customer_57
2023-08-04,Product_2,2,20.861025795625004,Customer_2
2023-10-28,Product_10,9,82.58540824181958,Customer_25
2023-12-02,Product_5,10,68.31703752323784,Customer_36
2023-06-28,Product_5,4,92.8498646163422,Customer_82
2023-10-03,Product_6,6,12.128748742563483,Customer_83
2023-01-07,Product_5,2,31.05340849481033,Customer_77
2023-08-15,Product_3,4,11.079816882081152,Customer_98
2023-10-02,Product_10,2,96.30241070476399,Customer_34
2023-04-12,Product_9,10,20.83314106737112,Customer_89
2023-04-06,Product_8,3,83.4297034110664,Customer_53
2023-01-25,Product_2,1,84.08406090981089,Customer_16
2023-07-12,Product_3,1,44.38908977349105,Customer_77
2023-09-01,Product_3,7,76.08407285097331,Customer_25
2023-02-27,Product_2,3,76.47831514117765,Customer_55
2023-10-09,Product_4,4,46.6130200842635,Customer_67
2023-03-22,Product_8,8,38.45481733187361,Customer_37
2023-02-13,Product_6,8,72.45002142557408,Customer_28
2023-08-16,Product_4,8,94.99580181390782,Customer_81
2023-10-22,Product_6,8,63.4807644438439,Customer_3
2023-02-18,Product_2,5,65.04561978440736,Customer_52
2023-02-05,Product_3,1,28.19228232971851,Customer_33
2023-04-02,Product_5,4,64.54635269877781,Customer_58
2023-05-24,Product_5,8,88.57799264562343,Customer_81
2023-08-15,Product_10,4,77.97917914141298,Customer_32
2023-04-01,Product_9,8,83.69470822017944,Customer_9
2023-02-19,Product_3,2,30.051009335526157,Customer_87
2023-05-14,Product_4,5,26.802932187049183,Customer_55
2023-10-20,Product_2,10,35.065754855075845,Customer_13
2023-06-01,Product_5,7,29.132681151544737,Customer_93
2023-12-11,Product_2,4,16.846719159976175,Customer_100
2023-11-05,Product_4,4,17.115038558199814,Customer_28
2023-03-15,Product_3,10,89.87057807641077,Customer_11
2023-09-23,Product_3,10,61.93431474531998,Customer_55
2023-03-18,Product_9,6,45.94515739440201,Customer_22
2023-11-12,Product_8,8,53.84322427281971,Customer_37
2023-01-18,Product_3,8,42.84458140216016,Customer_91
2023-04-14,Product_4,2,18.271456996210972,Customer_21
2023-11-15,Product_7,10,72.27965813586889,Customer_31
2023-06-23,Product_1,6,29.804866912047913,Customer_77
2023-06-14,Product_10,10,14.127612793049762,Customer_39
2023-11-25,Product_10,9,72.05533963992521,Customer_13
2023-08-26,Product_8,9,23.029765462418304,Customer_71
2023-12-06,Product_7,7,26.902175463087445,Customer_47
2023-03-15,Product_3,8,85.67691170457854,Customer_6
2023-11-12,Product_1,7,59.19495131833812,Customer_73
2023-01-18,Product_8,3,27.46793665934011,Customer_19
2023-02-13,Product_3,5,14.504686393268504,Customer_11
2023-02-14,Product_2,4,21.519857907273547,Customer_99
2023-08-28,Product_2,2,12.726443864507281,Customer_37
2023-06-01,Product_6,4,51.46036121315401,Customer_69
2023-07-19,Product_5,1,29.566891945133236,Customer_74
2023-03-07,Product_2,3,64.47420683700176,Customer_99
2023-03-20,Product_5,10,63.188601620944105,Customer_86
2023-03-13,Product_6,1,22.81074539726216,Customer_62
2023-07-02,Product_1,8,20.087406482683235,Customer_2
2023-02-20,Product_2,5,71.72475809972208,Customer_9
2023-12-20,Product_10,6,96.67517509164212,Customer_78
2023-12-07,Product_3,1,91.08303016728313,Customer_4
2023-05-01,Product_10,5,84.53966534203472,Customer_1
2023-11-14,Product_8,3,20.36413572106041,Customer_85
2023-07-16,Product_7,3,92.03421448811083,Customer_94
2023-01-07,Product_6,8,67.13223476298464,Customer_53
2023-02-20,Product_5,6,75.45926839207485,Customer_73
2023-02-01,Product_1,4,28.00202292599833,Customer_8
2023-07-18,Product_7,8,83.21775563778759,Customer_79
2023-03-17,Product_7,9,60.085549862792796,Customer_48
2023-11-25,Product_2,1,93.08595433142827,Customer_14
2023-03-05,Product_8,8,34.810909434332,Customer_19
2023-08-15,Product_10,9,58.80237068668944,Customer_51
2023-10-11,Product_4,1,46.971986950085494,Customer_19
2023-09-11,Product_2,8,21.75802190842637,Customer_46
2023-06-14,Product_3,6,36.825210977221104,Customer_65
2023-06-16,Product_3,1,41.80649987228946,Customer_35
2023-01-16,Product_3,7,30.194913223557744,Customer_14
2023-12-15,Product_1,4,93.50509080815209,Customer_44
2023-05-05,Product_3,1,83.91313573665568,Customer_61
2023-11-24,Product_1,4,36.286844623494886,Customer_27
2023-10-21,Product_6,9,82.85732278844641,Customer_83
2023-12-23,Product_8,9,50.12269756922039,Customer_52
2023-03-16,Product_2,7,74.42822534349945,Customer_69
2023-02-27,Product_2,4,75.76336844616671,Customer_96
2023-10-05,Product_6,9,97.79434005690693,Customer_77
2023-10-22,Product_6,3,88.42730422804985,Customer_59
2023-08-22,Product_9,9,16.971023486793765,Customer_93
2023-08-25,Product_3,9,23.715851605264767,Customer_5
2023-10-12,Product_6,4,29.654427141594294,Customer_11
2023-11-14,Product_4,6,43.03545324148772,Customer_4
2023-10-02,Product_4,4,22.172172887584335,Customer_88
2023-10-17,Product_4,4,23.028190896655033,Customer_30
2023-07-11,Product_8,4,37.776504286804666,Customer_1
2023-07-11,Product_3,9,95.89470162025327,Customer_37
2023-08-19,Product_10,5,67.47320961736247,Customer_20
2023-10-21,Product_8,10,62.77104124322759,Customer_5
2023-01-08,Product_10,8,84.06315779881176,Customer_76
2023-09-18,Product_1,8,82.97613062097363,Customer_54
2023-09-04,Product_5,8,55.523641628259206,Customer_10
2023-10-16,Product_2,10,34.55123591553641,Customer_22
2023-04-12,Product_10,7,84.01237274538978,Customer_58
2023-03-18,Product_7,5,53.02923348199007,Customer_23
2023-10-04,Product_2,6,88.4793743392068,Customer_51
2023-06-16,Product_10,8,69.19845729644888,Customer_81
2023-07-12,Product_8,1,66.23026367636407,Customer_42
2023-09-04,Product_6,8,13.496509688319232,Customer_63
2023-06-01,Product_10,1,51.4371471301498,Customer_92
2023-12-02,Product_10,1,84.00870522998574,Customer_41
2023-09-04,Product_8,1,45.38138582626405,Customer_74
2023-07-26,Product_4,6,73.44210433384517,Customer_83
2023-05-21,Product_5,1,66.16855798302859,Customer_31
2023-01-17,Product_5,10,82.64590819453294,Customer_76
2023-08-18,Product_4,5,47.093422451653694,Customer_89
2023-09-15,Product_1,5,30.525685566897703,Customer_56
2023-01-02,Product_6,8,90.01398783038758,Customer_97
2023-11-23,Product_6,2,10.02875358826959,Customer_94
2023-12-26,Product_3,7,96.5226576497705,Customer_4
2023-11-28,Product_1,6,79.26006644558974,Customer_15
2023-07-14,Product_10,10,75.2796426828944,Customer_43
2023-09-19,Product_7,1,44.0711762304067,Customer_12
2023-12-11,Product_8,3,60.54271193424558,Customer_62
2023-12-17,Product_3,4,63.34619303545536,Customer_67
2023-02-18,Product_1,9,37.260531319142586,Customer_37
2023-03-04,Product_2,4,77.7156210824774,Customer_49
2023-08-08,Product_10,6,70.31495297280603,Customer_34
2023-12-19,Product_1,8,24.665628892988856,Customer_91
2023-08-28,Product_2,4,54.59835216908533,Customer_77
2023-12-04,Product_6,10,37.550949127498285,Customer_75
2023-02-18,Product_6,7,88.63949420625427,Customer_59
2023-05-08,Product_7,6,68.15362271380127,Customer_59
2023-01-26,Product_9,2,75.85778760923944,Customer_56
2023-10-24,Product_8,4,57.82953284387957,Customer_75
2023-11-03,Product_1,1,22.301472837652142,Customer_37
2023-08-14,Product_3,9,66.46365864252483,Customer_42
2023-12-21,Product_6,5,61.715730398430225,Customer_8
2023-08-20,Product_4,4,46.95839425117781,Customer_34
2023-11-27,Product_9,9,36.52058548976283,Customer_75
2023-04-15,Product_5,6,85.83562877131457,Customer_62
2023-09-27,Product_7,8,58.8844159161074,Customer_2
2023-11-23,Product_7,1,77.15965321909472,Customer_21
2023-12-05,Product_6,7,29.653011016109946,Customer_85
2023-06-22,Product_8,5,77.91179082462767,Customer_24
2023-09-06,Product_6,3,33.21698915430227,Customer_98
2023-02-16,Product_9,4,67.69828430430879,Customer_19
2023-04-13,Product_9,7,38.16869801840789,Customer_79
2023-09-02,Product_5,2,85.11325279927826,Customer_65
2023-12-08,Product_5,3,89.78114256772702,Customer_50
2023-03-23,Product_5,3,60.79823414250166,Customer_21
2023-12-07,Product_6,7,37.39179367425433,Customer_41
2023-02-11,Product_3,7,31.309803509901275,Customer_15
2023-05-13,Product_3,10,35.10701428357058,Customer_10
2023-09-23,Product_2,10,31.253399478252643,Customer_60
2023-07-15,Product_10,3,85.82542288419312,Customer_56
2023-06-10,Product_9,1,19.488124768656924,Customer_1
2023-04-07,Product_2,4,87.42665578997003,Customer_68
2023-09-14,Product_7,3,54.202148239309274,Customer_18
2023-02-09,Product_6,5,61.67416578548767,Customer_94
2023-09-07,Product_6,10,13.010041030909086,Customer_2
2023-12-15,Product_7,1,88.25568487415084,Customer_37
2023-12-02,Product_2,8,87.27691480262976,Customer_80
2023-10-10,Product_2,7,44.64299197946658,Customer_30
2023-04-05,Product_9,10,30.662362352249836,Customer_36
2023-03-02,Product_2,8,94.75205683472333,Customer_87
2023-03-05,Product_10,7,39.35045747119642,Customer_42
2023-09-21,Product_7,3,44.91618007245693,Customer_34
2023-11-24,Product_7,5,16.185179643368972,Customer_68
2023-02-17,Product_6,3,24.866437673484143,Customer_1
2023-07-07,Product_10,2,73.43791486387533,Customer_27
2023-12-06,Product_10,5,35.95904292801975,Customer_39
2023-02-26,Product_3,9,31.233837054437945,Customer_25
2023-06-01,Product_5,8,76.80157027477271,Customer_23
2023-04-09,Product_3,9,61.34786815680236,Customer_1
2023-01-11,Product_3,9,12.892968430846068,Customer_5
2023-09-20,Product_2,4,62.35340285335883,Customer_5
2023-07-24,Product_7,3,93.40261151092949,Customer_19
2023-07-22,Product_2,8,46.10626809759334,Customer_92
2023-07-24,Product_4,10,29.383500186088572,Customer_27
2023-08-12,Product_1,3,11.824801940949655,Customer_37
2023-06-07,Product_4,7,47.48690859569466,Customer_31
2023-06-27,Product_1,7,56.34565672109949,Customer_6
2023-11-18,Product_1,7,63.616570988195654,Customer_53
2023-05-20,Product_4,8,24.658323207827127,Customer_44
2023-05-10,Product_9,7,94.14580747544132,Customer_3
2023-09-26,Product_3,5,73.4956322893425,Customer_50
2023-08-11,Product_5,7,88.62287387601178,Customer_49
2023-04-09,Product_10,8,28.882052206760832,Customer_62
2023-12-04,Product_2,4,62.88276977446209,Customer_13
2023-05-22,Product_2,8,38.31747133079647,Customer_64
2023-09-23,Product_10,6,35.48300450775124,Customer_55
2023-12-14,Product_2,1,20.77423994829559,Customer_7
2023-10-27,Product_7,1,35.59398094645815,Customer_79
2023-11-28,Product_5,5,27.656079468133953,Customer_88
2023-09-25,Product_8,9,54.32116816509206,Customer_14
2023-03-10,Product_5,7,21.831347814859164,Customer_63
2023-05-25,Product_5,3,97.85064277808293,Customer_18
2023-12-19,Product_10,10,16.966664186910712,Customer_88
2023-05-06,Product_6,8,49.38554805697745,Customer_6
2023-11-14,Product_3,5,74.32034446858512,Customer_2
2023-06-05,Product_6,6,70.18890538576957,Customer_53
2023-11-27,Product_8,3,55.84252923796675,Customer_6
2023-03-17,Product_10,3,67.87283430492451,Customer_24
2023-08-04,Product_1,2,73.98776037952169,Customer_71
2023-03-17,Product_6,8,38.90840930006463,Customer_42
2023-08-22,Product_5,3,64.10327767942019,Customer_22
2023-04-08,Product_10,5,54.16114847019195,Customer_1
2023-06-20,Product_6,4,60.62139945736833,Customer_39
2023-12-07,Product_3,5,45.588568898975446,Customer_37
2023-07-25,Product_4,7,76.01826788583028,Customer_3
2023-06-06,Product_1,6,11.103714212167159,Customer_11
2023-07-17,Product_10,8,31.379970561967657,Customer_24
2023-09-12,Product_9,7,16.57079867995261,Customer_100
2023-11-09,Product_3,10,49.23875101440876,Customer_14
2023-07-08,Product_9,8,77.32523451124997,Customer_28
2023-04-21,Product_2,6,92.76581665227293,Customer_57
2023-04-19,Product_2,2,98.20364754342378,Customer_78
2023-12-06,Product_9,6,43.67607577933918,Customer_60
2023-08-07,Product_2,8,62.15879177451365,Customer_88
2023-03-05,Product_9,8,35.77680178246323,Customer_51
2023-08-22,Product_8,3,78.75430087710383,Customer_20
2023-06-10,Product_2,4,52.237704354222444,Customer_41
2023-07-12,Product_4,3,62.19426485240098,Customer_21
2023-03-13,Product_4,2,74.78034170494485,Customer_6
2023-05-03,Product_3,8,87.60611340589439,Customer_21
2023-12-27,Product_1,7,92.62973714243864,Customer_45
2023-05-23,Product_7,2,29.974389656582588,Customer_77
2023-07-04,Product_8,10,74.03376075922358,Customer_32
2023-01-26,Product_7,10,40.34449447592256,Customer_94
2023-04-24,Product_4,5,51.38131715258126,Customer_2
2023-06-16,Product_7,2,61.61850406361382,Customer_15
2023-03-09,Product_9,3,30.884089834812354,Customer_9
2023-12-16,Product_4,1,49.88616119587489,Customer_44
2023-03-04,Product_1,4,97.8303305404663,Customer_41
2023-11-05,Product_5,9,87.3775651070468,Customer_48
2023-04-15,Product_5,10,88.92011885264377,Customer_29
2023-01-10,Product_9,5,20.831906791386732,Customer_19
2023-10-12,Product_5,1,45.96008931479868,Customer_94
2023-10-27,Product_9,3,31.003364960928163,Customer_3
2023-09-04,Product_1,8,48.556615951036136,Customer_64
2023-02-17,Product_8,8,14.690492523300273,Customer_39
2023-11-13,Product_10,2,22.172460612995472,Customer_44
2023-04-08,Product_8,10,12.144341189432573,Customer_38
2023-06-10,Product_8,10,84.44575326181365,Customer_85
2023-04-20,Product_10,4,15.81160951276262,Customer_82
2023-12-19,Product_10,6,58.16139780904108,Customer_85
2023-11-06,Product_4,1,87.20567524359267,Customer_22
2023-10-28,Product_6,3,27.124122250597306,Customer_35
2023-07-07,Product_9,9,70.38184459488028,Customer_17
2023-06-28,Product_1,7,28.089475431392216,Customer_96
2023-04-02,Product_8,4,62.73891302442305,Customer_95
2023-06-19,Product_4,3,38.30670553742219,Customer_6
2023-05-15,Product_9,3,94.66237883050688,Customer_24
2023-01-23,Product_2,6,88.36933961874313,Customer_43
2023-10-20,Product_8,1,76.84309866209959,Customer_2
2023-02-01,Product_9,10,24.489552811894338,Customer_72
2023-12-02,Product_3,6,84.58214428503543,Customer_75
2023-02-20,Product_3,10,69.53223792813183,Customer_34
2023-02-28,Product_2,8,22.080411939580976,Customer_48
2023-07-16,Product_4,1,55.84161896401015,Customer_22
2023-06-23,Product_7,5,28.82597333675744,Customer_15
2023-04-11,Product_6,10,16.52927160563747,Customer_74
2023-07-25,Product_6,8,82.94408476530785,Customer_53
2023-06-22,Product_2,1,21.684042464620347,Customer_42
2023-11-14,Product_6,2,15.530027860476114,Customer_2
2023-11-17,Product_9,9,46.50308463009048,Customer_2
2023-10-07,Product_1,8,15.938823399837645,Customer_14
2023-01-13,Product_2,7,18.141262918054014,Customer_25
2023-09-22,Product_4,3,64.46043220830717,Customer_87
2023-11-23,Product_5,8,73.23645221071374,Customer_95
2023-02-03,Product_9,9,27.856949808071896,Customer_94
2023-10-08,Product_1,2,13.008085757707388,Customer_71
2023-12-22,Product_10,7,53.90186701312408,Customer_11
2023-10-11,Product_8,5,51.50968769640266,Customer_97
2023-08-14,Product_10,1,71.71251414905669,Customer_95
2023-12-28,Product_2,9,36.89092237835951,Customer_27
2023-03-15,Product_5,6,96.03816827955703,Customer_59
2023-07-09,Product_7,9,59.093625015779885,Customer_58
2023-07-17,Product_1,1,94.49421801498697,Customer_66
2023-03-12,Product_2,10,12.064045151586003,Customer_18
2023-09-02,Product_7,1,65.62889830827551,Customer_99
2023-05-06,Product_7,3,20.47387159723575,Customer_5
2023-06-06,Product_4,4,97.33424804078479,Customer_49
2023-02-05,Product_5,1,36.2148780520371,Customer_90
2023-09-04,Product_9,8,11.79855465285987,Customer_88
2023-03-20,Product_7,2,45.14587762063344,Customer_71
2023-01-11,Product_5,4,71.51362186839432,Customer_20
2023-04-11,Product_8,1,84.926606979488,Customer_57
2023-05-11,Product_5,5,68.83068799375158,Customer_46
2023-09-27,Product_4,3,74.33635413116338,Customer_17
2023-02-26,Product_8,5,40.93600723549929,Customer_80
2023-09-06,Product_3,4,85.98804537747247,Customer_77
2023-06-01,Product_5,1,23.428157332770173,Customer_23
2023-10-04,Product_3,8,37.219439627161854,Customer_51
2023-07-02,Product_2,4,50.584548545431836,Customer_81
2023-07-06,Product_4,7,76.351062055415,Customer_17
2023-07-25,Product_10,6,59.70645400220171,Customer_37
2023-10-15,Product_9,8,61.824477889420855,Customer_48
2023-06-22,Product_3,9,57.31128842740203,Customer_91
2023-10-27,Product_1,9,46.6066691957448,Customer_82
2023-07-19,Product_7,8,63.43213834114964,Customer_9
2023-12-28,Product_10,5,42.64930663860017,Customer_64
2023-08-03,Product_10,5,67.74414107407428,Customer_67
2023-05-26,Product_5,5,73.91557611527698,Customer_32
2023-04-05,Product_3,6,30.080192751349763,Customer_90
2023-07-01,Product_4,6,29.31336709847896,Customer_94
2023-10-25,Product_10,3,67.34520692526294,Customer_1
2023-02-10,Product_5,1,25.713607302508933,Customer_73
2023-02-09,Product_3,5,73.86790356599454,Customer_54
2023-09-01,Product_3,8,32.25990352607102,Customer_63
2023-12-08,Product_4,7,99.75851188336436,Customer_63
2023-02-05,Product_2,2,36.467319339507476,Customer_88
2023-03-06,Product_6,7,74.99224423998001,Customer_88
2023-03-20,Product_5,3,27.72693168877452,Customer_71
2023-12-25,Product_1,4,15.241307040102456,Customer_55
2023-03-17,Product_3,1,73.08602400953168,Customer_70
2023-11-21,Product_5,1,77.33030436951789,Customer_69
2023-10-10,Product_5,10,23.932122696602523,Customer_68
2023-06-10,Product_1,10,52.081607055110055,Customer_45
2023-12-26,Product_10,9,71.45296717088272,Customer_23
2023-03-06,Product_5,6,37.46890304070506,Customer_37
2023-05-27,Product_8,3,88.97911784977059,Customer_42
2023-02-08,Product_5,7,87.09488776116709,Customer_48
2023-05-28,Product_6,4,90.20500299500638,Customer_4
2023-05-04,Product_4,1,91.66846037175827,Customer_83
2023-04-05,Product_1,6,55.841645776662176,Customer_30
2023-01-19,Product_4,10,35.43564478078092,Customer_46
2023-09-19,Product_9,10,47.74616680255206,Customer_49
2023-01-20,Product_2,9,47.427803138992616,Customer_60
2023-06-14,Product_3,2,61.47255878391194,Customer_13
2023-01-08,Product_4,7,32.91813480146021,Customer_67
2023-09-16,Product_1,5,57.518788513460606,Customer_1
2023-07-28,Product_3,4,37.93097647829795,Customer_73
2023-05-06,Product_8,7,67.60702532298258,Customer_88
2023-08-01,Product_10,7,94.69406343135604,Customer_68
2023-05-19,Product_6,9,49.641116377997484,Customer_25
2023-07-24,Product_10,8,50.88458438814457,Customer_44
2023-03-19,Product_1,4,63.41516307171223,Customer_88
2023-09-02,Product_4,4,91.49402719037664,Customer_93
2023-06-24,Product_5,1,97.59922295982284,Customer_80
2023-07-03,Product_1,6,33.706766820085726,Customer_73
2023-03-12,Product_3,6,53.70350018164755,Customer_53
2023-08-18,Product_2,6,48.228848513793814,Customer_27
2023-06-16,Product_1,8,49.17316519673048,Customer_61
2023-12-06,Product_8,5,87.93001841371614,Customer_81
2023-09-04,Product_8,1,31.97460880246541,Customer_63
2023-11-16,Product_8,5,11.920120514481592,Customer_85
2023-08-14,Product_6,2,28.190637933954804,Customer_31
2023-11-04,Product_7,1,48.17458195206021,Customer_100
2023-09-27,Product_7,2,51.53833343843513,Customer_75
2023-10-04,Product_9,3,55.09748077545884,Customer_65
2023-06-14,Product_7,10,41.9941647486249,Customer_37
2023-10-02,Product_8,7,64.2918009677308,Customer_35
2023-09-04,Product_4,6,47.79908530245308,Customer_31
2023-06-27,Product_9,5,98.55497871593909,Customer_51
2023-07-04,Product_2,6,69.65204063150054,Customer_97
2023-05-12,Product_8,4,25.177186934586665,Customer_51
2023-07-10,Product_5,5,88.82977979313691,Customer_95
2023-06-11,Product_6,3,83.89479499487582,Customer_96
2023-02-25,Product_10,2,81.64386524669432,Customer_65
2023-04-14,Product_5,6,89.67784832180885,Customer_71
2023-05-03,Product_6,6,19.136224323281148,Customer_28
2023-09-12,Product_7,9,82.48008899340513,Customer_69
2023-10-27,Product_9,10,33.39679109277218,Customer_17
2023-09-12,Product_7,6,18.066077033326042,Customer_68
2023-01-13,Product_6,2,71.05408310152384,Customer_13
2023-06-06,Product_8,7,87.8764600574754,Customer_64
2023-06-17,Product_5,7,18.270958715923012,Customer_84
2023-01-25,Product_2,4,23.73944039143386,Customer_59
2023-09-06,Product_9,2,48.69690875541348,Customer_74
2023-12-28,Product_3,5,26.71710540702766,Customer_13
2023-12-21,Product_2,10,72.61929113979667,Customer_54
2023-11-03,Product_1,1,14.218601747232897,Customer_70
2023-10-25,Product_3,5,26.84778671733747,Customer_35
